outcome,date,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,age_adjusted_unvaccinated_rate,age_adjusted_vaccinated_rate,age_adjusted_boosted_rate,age_adjusted_vaccinated_ratio,age_adjusted_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Deaths,2023-04-01,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32922,86490.0,44568.0,0,0.0,0.0,12,17
Deaths,2022-02-12,65-79,34.4,17.3,2.6,2.0,13.2,0.0,0.0,0.0,0.0,0.0,49452,57654.0,151402.0,17,10.0,4.0,65,79
Cases,2021-09-04,80+,66.9,54.7,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,31387,53047.0,0.0,21,29.0,0.0,80,200
Cases,2023-05-06,All,47.6,21.0,32.7,2.3,1.5,55.3,21.6,33.7,2.6,1.6,537432,860338.0,1040639.0,256,181.0,340.0,999,999
Deaths,2023-06-03,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90556,82682.0,21243.0,0,0.0,0.0,5,11
Cases,2021-06-05,All,35.9,5.4,0.0,6.6,0.0,39.8,4.1,0.0,9.7,0.0,1279034,1158544.0,0.0,459,62.0,0.0,999,999
Cases,2022-03-12,65-79,45.1,24.4,32.5,1.8,1.4,0.0,0.0,0.0,0.0,0.0,48822,53213.0,157042.0,22,13.0,51.0,65,79
Deaths,2023-03-11,80+,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24673,11378.0,47126.0,1,0.0,0.0,80,200
Cases,2022-01-08,05-Nov,2075.2,1841.8,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,132228,46476.0,0.0,2744,856.0,0.0,5,11
Deaths,2023-11-11,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88571,82151.0,21989.0,0,0.0,0.0,5,11
Cases,2022-08-06,80+,155.9,213.0,244.9,0.7,0.6,0.0,0.0,0.0,0.0,0.0,26292,11735.0,46545.0,41,25.0,114.0,80,200
Cases,2022-12-03,Dec-17,223.8,80.1,87.6,2.8,2.6,0.0,0.0,0.0,0.0,0.0,33965,86108.0,44513.0,76,69.0,39.0,12,17
Deaths,2021-12-04,All,3.7,0.5,0.0,7.4,0.0,5.4,0.6,0.0,9.3,0.0,864337,1287028.0,333146.0,32,6.0,0.0,999,999
Deaths,2022-07-09,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93482,214304.0,156355.0,0,0.0,0.0,18,29
Hospitalizations,2022-09-10,Dec-17,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35208,85939.0,44085.0,2,0.0,0.0,12,17
Hospitalizations,2023-09-02,80+,12.3,52.7,36.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,24460,11380.0,47133.0,3,6.0,17.0,80,200
Hospitalizations,2022-07-09,0-4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,10,0.0,0.0,0,4
Cases,2022-12-03,18-29,303.7,94.5,110.2,3.2,2.8,0.0,0.0,0.0,0.0,0.0,81009,212601.0,161582.0,246,201.0,178.0,18,29
Cases,2022-07-02,05-Nov,69.5,83.3,151.3,0.8,0.5,0.0,0.0,0.0,0.0,0.0,99299,90057.0,6610.0,69,75.0,10.0,5,11
Deaths,2023-09-02,80+,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24460,11380.0,47133.0,0,0.0,1.0,80,200
Deaths,2023-03-11,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91381,82312.0,21210.0,0,0.0,0.0,5,11
Hospitalizations,2022-03-12,65-79,14.3,9.4,3.8,1.5,3.8,0.0,0.0,0.0,0.0,0.0,48822,53213.0,157042.0,7,5.0,6.0,65,79
Hospitalizations,2023-11-04,All,5.5,2.3,4.5,2.4,1.2,7.8,3.8,3.2,2.0,2.4,512405,862552.0,1044756.0,28,20.0,47.0,999,999
Deaths,2021-12-11,50-64,17.6,1.2,1.1,14.7,16.0,0.0,0.0,0.0,0.0,0.0,62340,258308.0,92192.0,11,3.0,1.0,50,64
Hospitalizations,2021-05-01,30-49,25.7,0.8,0.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,365119,238588.0,0.0,94,2.0,0.0,30,49
Hospitalizations,2022-08-06,50-64,31.8,11.8,9.0,2.7,3.5,0.0,0.0,0.0,0.0,0.0,40870,127180.0,243708.0,13,15.0,22.0,50,64
Cases,2021-06-12,Dec-17,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118282,13905.0,0.0,24,0.0,0.0,12,17
Cases,2022-02-05,0-4,178.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,290,0.0,0.0,0,4
Deaths,2022-12-10,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92766,81208.0,21125.0,0,0.0,0.0,5,11
Cases,2021-08-07,Dec-17,142.6,20.7,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,89733,67504.0,0.0,128,14.0,0.0,12,17
Cases,2022-05-07,65-79,184.8,103.5,186.8,1.8,1.0,0.0,0.0,0.0,0.0,0.0,47611,49260.0,162746.0,88,51.0,304.0,65,79
Hospitalizations,2022-09-03,30-49,9.6,5.1,3.2,1.9,3.0,0.0,0.0,0.0,0.0,0.0,125170,276368.0,345994.0,12,14.0,11.0,30,49
Deaths,2021-12-04,18-29,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151690,300768.0,31036.0,1,0.0,0.0,18,29
Cases,2023-02-04,0-4,66.4,8.6,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,108,14.0,0.0,0,4
Cases,2021-09-04,18-29,260.4,92.6,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,188921,294893.0,0.0,492,273.0,0.0,18,29
Cases,2022-09-03,18-29,210.1,86.9,128.7,2.4,1.6,0.0,0.0,0.0,0.0,0.0,90904,211667.0,160838.0,191,184.0,207.0,18,29
Hospitalizations,2021-04-03,65-79,42.5,4.3,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,105935,91962.0,0.0,45,4.0,0.0,65,79
Hospitalizations,2023-11-04,30-49,4.9,1.4,1.7,3.5,2.9,0.0,0.0,0.0,0.0,0.0,101766,279203.0,348427.0,5,4.0,6.0,30,49
Deaths,2021-09-11,All,2.1,0.5,0.0,4.2,0.0,3.3,0.4,0.0,7.6,0.0,1046939,1475716.0,0.0,22,8.0,0.0,999,999
Hospitalizations,2021-06-05,80+,17.4,4.1,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,34448,49247.0,0.0,6,2.0,0.0,80,200
Hospitalizations,2023-09-09,80+,12.3,17.6,46.7,0.7,0.3,0.0,0.0,0.0,0.0,0.0,24452,11380.0,47133.0,3,2.0,22.0,80,200
Deaths,2023-01-07,65-79,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40561,43362.0,171679.0,0,0.0,2.0,65,79
Cases,2021-07-03,50-64,20.2,2.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,109144,300501.0,0.0,22,6.0,0.0,50,64
Deaths,2022-01-01,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53465,108405.0,1872.0,0,0.0,0.0,12,17
Deaths,2022-04-02,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132699,290611.0,324980.0,0,0.0,0.0,30,49
Hospitalizations,2021-10-02,65-79,45.0,9.8,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,62283,193295.0,0.0,28,19.0,0.0,65,79
Hospitalizations,2022-08-06,18-29,14.1,4.7,2.5,3.0,5.6,0.0,0.0,0.0,0.0,0.0,92082,212811.0,158786.0,13,10.0,4.0,18,29
Deaths,2021-07-03,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107885,48259.0,0.0,0,0.0,0.0,12,17
Hospitalizations,2022-11-12,65-79,40.4,30.0,21.0,1.3,1.9,0.0,0.0,0.0,0.0,0.0,42041,43328.0,171584.0,17,13.0,36.0,65,79
Cases,2022-10-01,18-29,137.4,35.4,60.7,3.9,2.3,0.0,0.0,0.0,0.0,0.0,88079,211686.0,161454.0,121,75.0,98.0,18,29
Hospitalizations,2023-03-11,Dec-17,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33097,86429.0,44562.0,0,1.0,0.0,12,17
Deaths,2021-09-04,30-49,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237570,516114.0,0.0,6,0.0,0.0,30,49
Deaths,2022-12-03,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2023-03-04,30-49,5.4,2.5,3.5,2.2,1.5,0.0,0.0,0.0,0.0,0.0,110600,277895.0,347260.0,6,7.0,12.0,30,49
Deaths,2021-04-03,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178794,0.0,0.0,0,0.0,0.0,12,17
Hospitalizations,2021-06-05,50-64,25.5,0.4,0.0,63.8,0.0,0.0,0.0,0.0,0.0,0.0,121592,270415.0,0.0,31,1.0,0.0,50,64
Deaths,2022-09-03,All,0.5,0.1,0.4,5.0,1.2,0.5,0.1,0.3,4.5,1.8,604544,842367.0,1030965.0,3,1.0,4.0,999,999
Cases,2021-12-11,Dec-17,750.4,134.9,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,57433,105995.0,469.0,431,143.0,0.0,12,17
Cases,2023-05-06,30-49,52.3,22.3,27.1,2.3,1.9,0.0,0.0,0.0,0.0,0.0,109056,278396.0,347295.0,57,62.0,94.0,30,49
Deaths,2023-10-07,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71968,214276.0,161803.0,0,0.0,0.0,18,29
Hospitalizations,2021-10-09,65-79,34.1,8.9,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,61521,191460.0,0.0,21,17.0,0.0,65,79
Deaths,2021-06-05,80+,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34448,49247.0,0.0,3,0.0,0.0,80,200
Cases,2021-09-04,05-Nov,154.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,325,0.0,0.0,5,11
Deaths,2023-03-04,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91467,82250.0,21203.0,0,0.0,0.0,5,11
Hospitalizations,2022-09-03,18-29,7.7,1.4,1.2,5.5,6.4,0.0,0.0,0.0,0.0,0.0,90904,211667.0,160838.0,7,3.0,2.0,18,29
Hospitalizations,2022-11-12,05-Nov,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93466,80777.0,21043.0,1,0.0,0.0,5,11
Deaths,2022-07-02,30-49,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127872,280840.0,339580.0,0,1.0,0.0,30,49
Cases,2021-06-12,65-79,33.2,9.9,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,75414,181840.0,0.0,25,18.0,0.0,65,79
Hospitalizations,2023-08-05,80+,12.3,43.9,14.9,0.3,0.8,0.0,0.0,0.0,0.0,0.0,24475,11382.0,47131.0,3,5.0,7.0,80,200
Deaths,2023-05-06,65-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39631,43437.0,171727.0,0,0.0,0.0,65,79
Cases,2021-06-12,05-Nov,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,29,0.0,0.0,5,11
Hospitalizations,2023-09-02,Dec-17,0.0,2.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31774,86575.0,44595.0,0,2.0,1.0,12,17
Deaths,2022-04-02,All,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,657870,901409.0,932489.0,0,2.0,0.0,999,999
Deaths,2023-11-11,65-79,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37622,44141.0,172402.0,1,0.0,0.0,65,79
Cases,2022-12-03,50-64,481.0,155.6,189.7,3.1,2.5,0.0,0.0,0.0,0.0,0.0,35761,125353.0,246742.0,172,195.0,468.0,50,64
Cases,2021-08-07,65-79,102.2,42.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,68485,192863.0,0.0,70,81.0,0.0,65,79
Deaths,2021-10-02,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175617,307962.0,0.0,0,0.0,0.0,18,29
Hospitalizations,2023-10-07,65-79,20.7,9.2,11.1,2.2,1.9,0.0,0.0,0.0,0.0,0.0,38643,43457.0,171823.0,8,4.0,19.0,65,79
Hospitalizations,2022-03-05,All,4.2,2.9,1.4,1.4,3.0,4.9,3.3,1.0,1.5,4.9,668131,908622.0,900419.0,28,26.0,13.0,999,999
Cases,2023-09-09,05-Nov,19.0,10.9,9.4,1.7,2.0,0.0,0.0,0.0,0.0,0.0,89422,82670.0,21265.0,17,9.0,2.0,5,11
Deaths,2021-07-03,30-49,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284806,473790.0,0.0,3,0.0,0.0,30,49
Deaths,2022-10-08,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94508,81111.0,19812.0,0,0.0,0.0,5,11
Deaths,2023-08-05,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32022,86577.0,44592.0,0,0.0,0.0,12,17
Hospitalizations,2022-03-05,Dec-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39213,95932.0,27517.0,0,1.0,0.0,12,17
Hospitalizations,2023-04-01,18-29,5.3,0.9,2.5,5.9,2.1,0.0,0.0,0.0,0.0,0.0,76086,213847.0,161677.0,4,2.0,4.0,18,29
Cases,2021-04-03,50-64,224.4,22.6,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,234356,66383.0,0.0,526,15.0,0.0,50,64
Hospitalizations,2023-02-11,65-79,27.4,27.7,19.8,1.0,1.4,0.0,0.0,0.0,0.0,0.0,40183,43393.0,171693.0,11,12.0,34.0,65,79
Deaths,2022-04-02,50-64,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45178,138856.0,227154.0,0,1.0,0.0,50,64
Deaths,2022-07-09,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127602,280376.0,340282.0,0,0.0,0.0,30,49
Cases,2023-03-04,18-29,136.7,43.5,60.0,3.1,2.3,0.0,0.0,0.0,0.0,0.0,76784,213571.0,161659.0,105,93.0,97.0,18,29
Cases,2023-07-01,30-49,13.9,6.8,8.3,2.0,1.7,0.0,0.0,0.0,0.0,0.0,107930,278403.0,347308.0,15,19.0,29.0,30,49
Cases,2022-02-05,Dec-17,234.8,143.6,87.9,1.6,2.7,0.0,0.0,0.0,0.0,0.0,42597,97526.0,18212.0,100,140.0,16.0,12,17
Cases,2023-11-04,80+,37.4,77.9,95.2,0.5,0.4,0.0,0.0,0.0,0.0,0.0,24080,11553.0,47261.0,9,9.0,45.0,80,200
Deaths,2021-09-11,50-64,10.6,0.3,0.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,84837,325536.0,0.0,9,1.0,0.0,50,64
Hospitalizations,2023-07-08,0-4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,2,0.0,0.0,0,4
Hospitalizations,2022-11-12,All,15.4,4.5,9.0,3.4,1.7,19.1,6.8,6.2,2.8,3.1,570386,848167.0,1039564.0,88,38.0,94.0,999,999
Deaths,2021-06-05,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241512,225206.0,0.0,0,0.0,0.0,18,29
Hospitalizations,2023-01-07,All,18.1,6.4,12.7,2.8,1.4,22.7,10.5,8.5,2.2,2.7,553739,854331.0,1040190.0,100,55.0,132.0,999,999
Hospitalizations,2021-09-11,Dec-17,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73661,83778.0,0.0,5,0.0,0.0,12,17
Hospitalizations,2021-12-11,05-Nov,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151855,2846.0,0.0,3,0.0,0.0,5,11
Deaths,2022-01-08,65-79,73.6,28.5,3.0,2.6,24.5,0.0,0.0,0.0,0.0,0.0,51599,73634.0,133598.0,38,21.0,4.0,65,79
Cases,2022-03-12,0-4,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,58,0.0,0.0,0,4
Cases,2021-07-10,65-79,13.9,6.3,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,71806,189097.0,0.0,10,12.0,0.0,65,79
Hospitalizations,2022-03-12,80+,14.7,13.9,11.7,1.1,1.3,0.0,0.0,0.0,0.0,0.0,27140,14363.0,42701.0,4,2.0,5.0,80,200
Cases,2022-05-07,50-64,308.0,134.5,265.4,2.3,1.2,0.0,0.0,0.0,0.0,0.0,43830,134524.0,233206.0,135,181.0,619.0,50,64
Deaths,2021-12-11,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57433,105995.0,469.0,0,0.0,0.0,12,17
Cases,2023-04-01,Dec-17,75.9,41.6,51.6,1.8,1.5,0.0,0.0,0.0,0.0,0.0,32922,86490.0,44568.0,25,36.0,23.0,12,17
Hospitalizations,2022-06-11,Dec-17,2.7,1.1,2.8,2.5,1.0,0.0,0.0,0.0,0.0,0.0,36826,92726.0,35890.0,1,1.0,1.0,12,17
Cases,2021-04-10,18-29,336.3,45.8,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,353270,54598.0,0.0,1188,25.0,0.0,18,29
Hospitalizations,2023-10-07,50-64,6.3,1.6,2.8,3.9,2.2,0.0,0.0,0.0,0.0,0.0,31672,125732.0,247019.0,2,2.0,7.0,50,64
Deaths,2022-03-05,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39213,95932.0,27517.0,0,0.0,0.0,12,17
Cases,2022-09-10,05-Nov,117.5,124.2,118.7,0.9,1.0,0.0,0.0,0.0,0.0,0.0,95349,82126.0,17689.0,112,102.0,21.0,5,11
Hospitalizations,2023-03-11,All,9.0,3.7,7.2,2.4,1.2,12.7,5.4,4.9,2.3,2.6,543537,858035.0,1040472.0,49,32.0,75.0,999,999
Deaths,2022-09-03,50-64,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40251,125600.0,245831.0,0,1.0,1.0,50,64
Cases,2023-06-10,50-64,36.6,6.4,13.4,5.7,2.7,0.0,0.0,0.0,0.0,0.0,32808,125744.0,246916.0,12,8.0,33.0,50,64
Deaths,2023-03-04,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33129,86403.0,44558.0,0,0.0,0.0,12,17
Cases,2022-07-09,80+,117.3,248.2,219.4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,26425,12088.0,46042.0,31,30.0,101.0,80,200
Deaths,2022-09-10,80+,15.3,8.8,2.1,1.7,7.3,0.0,0.0,0.0,0.0,0.0,26174,11409.0,46990.0,4,1.0,1.0,80,200
Cases,2021-05-08,65-79,118.8,13.1,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,84155,160587.0,0.0,100,21.0,0.0,65,79
Hospitalizations,2021-11-06,18-29,8.6,0.6,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,162718,313731.0,10229.0,14,2.0,0.0,18,29
Cases,2022-02-12,All,160.8,85.1,96.5,1.9,1.7,172.0,84.9,80.3,2.0,2.1,684647,914673.0,848563.0,1101,778.0,819.0,999,999
Deaths,2022-10-01,50-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39014,125154.0,246575.0,0,0.0,0.0,50,64
Deaths,2023-03-04,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2022-01-08,80+,546.5,549.0,102.6,1.0,5.3,0.0,0.0,0.0,0.0,0.0,27814,19309.0,37045.0,152,106.0,38.0,80,200
Hospitalizations,2022-07-02,0-4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,9,0.0,0.0,0,4
Deaths,2023-06-10,80+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24522,11383.0,47130.0,0,0.0,0.0,80,200
Deaths,2023-09-02,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31774,86575.0,44595.0,0,0.0,0.0,12,17
Deaths,2021-09-04,All,2.5,0.5,0.0,5.0,0.0,3.5,0.4,0.0,9.8,0.0,1059836,1462025.0,0.0,27,7.0,0.0,999,999
Cases,2023-03-11,18-29,121.4,38.4,51.3,3.2,2.4,0.0,0.0,0.0,0.0,0.0,76587,213618.0,161667.0,93,82.0,83.0,18,29
Deaths,2023-04-01,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2023-12-02,30-49,118.6,42.6,53.2,2.8,2.2,0.0,0.0,0.0,0.0,0.0,99511,279418.0,349413.0,118,119.0,186.0,30,49
Cases,2023-07-01,65-79,25.4,2.3,14.0,11.0,1.8,0.0,0.0,0.0,0.0,0.0,39376,43427.0,171741.0,10,1.0,24.0,65,79
Deaths,2022-02-12,50-64,6.3,3.9,1.0,1.6,6.3,0.0,0.0,0.0,0.0,0.0,47848,152527.0,208125.0,3,6.0,2.0,50,64
Cases,2021-10-09,30-49,185.9,61.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,214640,537114.0,0.0,399,330.0,0.0,30,49
Hospitalizations,2023-11-04,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Cases,2023-11-11,30-49,73.3,30.1,42.4,2.4,1.7,0.0,0.0,0.0,0.0,0.0,100910,279296.0,348677.0,74,84.0,148.0,30,49
Cases,2022-01-08,0-4,1359.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,2211,0.0,0.0,0,4
Hospitalizations,2023-02-04,65-79,22.4,20.7,12.8,1.1,1.8,0.0,0.0,0.0,0.0,0.0,40248,43385.0,171692.0,9,9.0,22.0,65,79
Cases,2021-04-10,05-Nov,149.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,314,0.0,0.0,5,11
Cases,2023-02-04,50-64,207.8,62.9,83.5,3.3,2.5,0.0,0.0,0.0,0.0,0.0,34169,125516.0,246849.0,71,79.0,206.0,50,64
Deaths,2023-07-01,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2023-02-04,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2023-11-04,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88776,82330.0,21744.0,0,0.0,0.0,5,11
Deaths,2022-11-05,30-49,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117430,276538.0,347053.0,0,1.0,0.0,30,49
Hospitalizations,2022-10-01,0-4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,6,0.0,0.0,0,4
Hospitalizations,2022-10-08,0-4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,1,0.0,0.0,0,4
Deaths,2023-09-09,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73215,214129.0,161722.0,0,0.0,0.0,18,29
Deaths,2021-05-08,80+,35.8,2.3,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,36289,44240.0,0.0,13,1.0,0.0,80,200
Deaths,2023-02-11,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91730,82035.0,21195.0,0,0.0,0.0,5,11
Cases,2023-09-09,0-4,46.7,2.5,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,76,4.0,0.0,0,4
Cases,2022-10-08,05-Nov,96.3,74.0,116.1,1.3,0.8,0.0,0.0,0.0,0.0,0.0,94508,81111.0,19812.0,91,60.0,23.0,5,11
Deaths,2023-06-10,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74610,214134.0,161697.0,0,0.0,0.0,18,29
Hospitalizations,2022-11-05,0-4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,4,0.0,0.0,0,4
Cases,2022-06-04,0-4,192.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,313,0.0,0.0,0,4
Hospitalizations,2022-08-06,65-79,37.1,38.0,18.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,45860,44684.0,169587.0,17,17.0,31.0,65,79
Cases,2021-11-06,80+,91.4,52.5,18.0,1.7,5.1,0.0,0.0,0.0,0.0,0.0,29553,43800.0,11093.0,27,23.0,2.0,80,200
Cases,2021-07-10,80+,6.0,1.9,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,33207,51643.0,0.0,2,1.0,0.0,80,200
Deaths,2023-11-11,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68798,215294.0,162511.0,0,0.0,0.0,18,29
Deaths,2021-11-06,80+,20.3,6.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29553,43800.0,11093.0,6,3.0,0.0,80,200
Hospitalizations,2022-06-04,0-4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,10,0.0,0.0,0,4
Cases,2021-07-10,30-49,33.1,11.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,280996,481217.0,0.0,93,54.0,0.0,30,49
Cases,2022-04-02,Dec-17,102.0,56.5,76.9,1.8,1.3,0.0,0.0,0.0,0.0,0.0,38227,95562.0,31203.0,39,54.0,24.0,12,17
Deaths,2021-09-04,80+,31.9,3.8,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,31387,53047.0,0.0,10,2.0,0.0,80,200
Hospitalizations,2021-11-06,05-Nov,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204950,0.0,0.0,4,0.0,0.0,5,11
Cases,2021-11-06,05-Nov,178.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204950,0.0,0.0,365,0.0,0.0,5,11
